lat,long,PVOUT_csi (kWh/kWp),DNI (kWh/m2),GHI (kWh/m2),DIF (kWh/m2),GTI_opta (kWh/m2),OPTA (°),TEMP (°C),ELE (m)
31.5,77.0,1603.333251953125, 1608.734375, 1762.90625, 742.140625, 2007.34375, 32, 13.4375, 1742
35.0,76.0,1579.03076171875, 1439.3046875, 1605.578125, 666.296875, 1799.5859375, 33, -7.75, 4286
20.0,77.0,1592.1207275390625, 1424.40625, 1919.4453125, 926.84375, 2048.1796875, 23, 26.5, 491
27.0,81.5,1492.1806640625, 1212.296875, 1761.9140625, 927.125, 1897.09375, 25, 25.1875, 106
12.0,78.0,1565.04736328125, 1366.1015625, 1953.484375, 943.6875, 2002.5390625, 15, 26.75, 461
31.0,77.0,1573.4722900390625, 1474.1953125, 1772.8359375, 824.609375, 1985.6015625, 30, 19.375, 1048
35.5,78.5,1768.121826171875, 1683.3125, 1729.4765625, 569.390625, 1994.6171875, 36, -14.8125, 5419
27.0,76.0,1647.1717529296875, 1524.8671875, 1904.6328125, 895.2890625, 2110.1484375, 29, 25.25, 403
18.5,85.0,1537.7869873046875, 1251.984375, 1846.3359375, 931.390625, 1933.328125, 19, 27.3125, -817
19.5,75.5,1620.082275390625, 1446.25, 1962.921875, 945.2578125, 2083.296875, 22, 26.5, 463
18.5,76.0,1591.7293701171875, 1385.8671875, 1923.3046875, 949.7109375, 2037.9140625, 22, 25.6875, 690
13.5,77.0,1608.7830810546875, 1503.125, 1967.4140625, 895.9296875, 2047.421875, 18, 24.5625, 801
27.0,80.5,1496.07275390625, 1188.796875, 1765.4765625, 945.1875, 1902.4296875, 25, 25.0625, 131
19.0,77.0,1584.818603515625, 1383.21875, 1925.171875, 950.15625, 2043.96875, 22, 27.5625, 392
22.0,75.5,1619.9794921875, 1510.6953125, 1933.6171875, 894.21875, 2084.890625, 25, 26.6875, 252
20.5,83.5,1557.6123046875, 1387.34375, 1868.1171875, 893.4453125, 2003.8515625, 24, 27.5, 161
13.5,78.0,1626.98583984375, 1520.2734375, 1998.3046875, 904.0390625, 2070.28125, 17, 24.1875, 854
32.5,77.0,1234.85107421875, 961.71875, 1354.0625, 617.21875, 1509.46875, 31, 2.625, 3128
22.5,75.0,1629.5010986328125, 1578.828125, 1936.3671875, 862.1796875, 2098.609375, 26, 25.75, 439
22.5,75.5,1627.7906494140625, 1552.8359375, 1923.2734375, 869.7109375, 2085.40625, 26, 25.25, 549
28.5,77.0,1480.9315185546875, 1178.9375, 1729.4921875, 928.9296875, 1883.765625, 27, 25.125, 218
20.0,82.0,1591.721435546875, 1488.640625, 1886.0078125, 860.3828125, 2029.2421875, 25, 24.875, 649
24.0,72.5,1741.358154296875, 1879.1796875, 2030, 793.46875, 2244.65625, 28, 26.5, 183
27.0,85.5,1464.3319091796875, 1223.15625, 1730.8671875, 882.1875, 1861.6015625, 25, 25.3125, 104
19.0,81.5,1577.778076171875, 1501.921875, 1890.296875, 846.421875, 2025.703125, 24, 25.0625, 523
15.0,77.0,1600.906005859375, 1462.3046875, 1971.8671875, 925.59375, 2060.4296875, 19, 27.5, 438
18.0,83.5,1539.2904052734375, 1280.1328125, 1859.4609375, 933.1796875, 1954.40625, 20, 27.25, 32
26.0,79.0,1545.735595703125, 1299.5390625, 1827.2890625, 936.484375, 1976.671875, 26, 25.9375, 157
19.0,81.0,1570.013427734375, 1473.5625, 1891.3203125, 859.6875, 2023.3828125, 24, 25.9375, 334
30.5,77.0,1518.2830810546875, 1312.8515625, 1750.0703125, 887.578125, 1934.4765625, 29, 24.25, 312
20.0,73.5,1622.720703125, 1544.484375, 1909.375, 845.3046875, 2057.765625, 24, 23.25, 739
20.5,80.0,1595.8818359375, 1469.21875, 1909.890625, 887.9765625, 2053.1875, 24, 27.25, 226
10.0,78.0,1579.1397705078125, 1417.2265625, 2010.7421875, 941.65625, 2042.25, 11, 29.125, 157
13.5,77.5,1591.111328125, 1486.140625, 1962.171875, 899.40625, 2038.1171875, 18, 24.8125, 749
30.0,76.0,1521.95556640625, 1259.8359375, 1762.28125, 922.5078125, 1933.9765625, 28, 24.3125, 234
10.5,78.0,1562.35888671875, 1372.7109375, 1982.0625, 952.3984375, 2013.875, 12, 28.375, 242
35.5,78.0,1951.4149169921875, 2276.28125, 1930.46875, 535.2734375, 2254.21875, 35, -16.125, 5478
26.0,74.0,1737.8831787109375, 1805.6484375, 2017.875, 830.0234375, 2245.3046875, 29, 26.375, 342
15.0,76.5,1596.7674560546875, 1465.859375, 1946.8359375, 900.796875, 2042.546875, 20, 25.5, 638
28.5,75.5,1570.2972412109375, 1331.34375, 1814.7109375, 930.46875, 2007.328125, 29, 25.8125, 262
26.5,82.0,1486.5550537109375, 1182.546875, 1758.8984375, 940.4296875, 1891.0078125, 25, 25.375, 100
19.0,72.5,1648.3052978515625, 1492.078125, 1958.78125, 907.125, 2077.640625, 21, 26.875, -28
28.5,75.0,1591.1263427734375, 1370.3359375, 1837.6484375, 927.6640625, 2036.6796875, 30, 26.25, 258
17.5,75.5,1564.6312255859375, 1329.0390625, 1916.53125, 971.8671875, 2016.71875, 20, 28.1875, 446
27.0,80.0,1497.067626953125, 1186.765625, 1769.84375, 949.765625, 1905.2890625, 25, 25.1875, 122
23.0,73.5,1687.5484619140625, 1714.90625, 1988.1171875, 837.0859375, 2171.6875, 26, 26.875, 85
12.5,77.0,1612.6900634765625, 1473.0390625, 1992.3046875, 925.125, 2058.8671875, 16, 25.5, 659
11.0,77.5,1617.464111328125, 1447.1953125, 2037.734375, 958.5546875, 2074.8046875, 12, 27.625, 314
26.5,80.5,1502.5103759765625, 1190.671875, 1777.4140625, 953.90625, 1913.171875, 25, 25.375, 127
19.5,85.5,1541.4569091796875, 1248.5234375, 1836.765625, 928.703125, 1932.6328125, 20, 27.125, -64
21.0,83.0,1557.1483154296875, 1388.40625, 1866.40625, 898.1328125, 2003.09375, 24, 27.1875, 214
32.0,75.5,1467.97314453125, 1210.5390625, 1685.3515625, 889.046875, 1857.265625, 28, 23.0625, 246
30.5,78.5,1615.155517578125, 1609.40625, 1780.2578125, 711.390625, 2013.5625, 32, 16.5, 1437
24.5,74.5,1720.81982421875, 1790.40625, 2010.953125, 821.015625, 2213.0703125, 28, 25.5, 460
24.5,82.5,1548.1502685546875, 1335.8515625, 1839.6171875, 914.3203125, 1984.28125, 25, 25.875, 229
27.0,82.0,1489.2445068359375, 1215.5546875, 1755.3203125, 920.8984375, 1892.296875, 25, 25.125, 100
20.5,76.5,1605.780517578125, 1472.4609375, 1941.8828125, 912.1015625, 2074.140625, 23, 26.5, 494
18.0,84.0,1551.533935546875, 1273.0859375, 1863.078125, 931.1953125, 1951.1953125, 19, 27.25, -53
22.5,84.5,1582.630859375, 1426.8359375, 1868.3359375, 886.6171875, 2022.6484375, 25, 25.75, 352
19.5,85.0,1521.544677734375, 1242.828125, 1828.4140625, 934.78125, 1932.1953125, 22, 26.9375, 27
23.5,72.0,1721.267333984375, 1815.3359375, 2020.796875, 815.546875, 2224.9296875, 28, 27.3125, 36
26.0,83.5,1460.3975830078125, 1130.09375, 1736.9296875, 948.6640625, 1858.46875, 24, 25.625, 75
18.0,79.0,1610.020751953125, 1453.2578125, 1947.3828125, 917.84375, 2063.21875, 22, 26.75, 454
31.0,76.5,1481.2344970703125, 1270.1875, 1718.4921875, 881.546875, 1887.046875, 28, 23.5625, 302
27.5,72.0,1737.9427490234375, 1692.5625, 2012.921875, 893.84375, 2244.1015625, 30, 27.375, 179
21.0,82.5,1586.348388671875, 1441.390625, 1893.046875, 891.96875, 2036.03125, 24, 26.6875, 335
19.0,76.0,1588.5557861328125, 1407.203125, 1940.8515625, 949.6484375, 2054.890625, 22, 26.8125, 509
18.5,85.5,1537.1197509765625, 1259.4296875, 1847.21875, 928.703125, 1934.1484375, 19, 27.375, -2127
10.0,76.5,1489.3509521484375, 1180.5546875, 1852.171875, 972.9296875, 1897.8046875, 15, 27.0625, 40
18.0,79.5,1586.9154052734375, 1421.359375, 1925.3671875, 913.015625, 2038.1796875, 21, 27.5625, 290
16.5,78.0,1600.068115234375, 1432.859375, 1957.421875, 934.984375, 2059.7109375, 21, 27.4375, 394
26.0,74.5,1716.29638671875, 1732.203125, 1991.8046875, 846.625, 2209.9609375, 29, 25.6875, 434
29.0,76.0,1523.20654296875, 1251.3359375, 1771.859375, 934.703125, 1943.359375, 28, 25.25, 216
24.5,74.0,1729.1162109375, 1843.5546875, 2021.859375, 800.640625, 2232.2265625, 28, 25.625, 418
23.0,73.0,1707.0830078125, 1774.6484375, 2014.59375, 828.2109375, 2202.78125, 27, 27.1875, 71
21.0,78.0,1594.062255859375, 1455.8359375, 1911.5546875, 902.1953125, 2050.59375, 24, 26.75, 339
20.5,76.0,1630.8504638671875, 1512.7109375, 1949.4921875, 900.4453125, 2081.8046875, 23, 24.625, 674
21.0,79.5,1596.23193359375, 1462.90625, 1909.2734375, 895.8125, 2054.90625, 24, 27.25, 258
11.0,76.5,1471.647705078125, 1186.1640625, 1827.7265625, 942.9453125, 1884.8359375, 16, 26.8125, 115
20.5,85.5,1485.70654296875, 1207.203125, 1790.8671875, 926.8125, 1898.7578125, 23, 26.75, 103
27.0,75.0,1669.660888671875, 1559.6171875, 1928.2109375, 896.703125, 2142.109375, 29, 25.8125, 361
26.0,79.5,1527.187744140625, 1258.5625, 1809.84375, 942.84375, 1953.5703125, 25, 26, 138
30.0,75.5,1531.4439697265625, 1275.03125, 1775.2734375, 926.2890625, 1949.125, 28, 24.75, 221
30.0,76.5,1509.484619140625, 1251.5703125, 1748.109375, 915.953125, 1916.7890625, 27, 24.1875, 244
10.0,78.5,1555.233642578125, 1349.625, 1980.2109375, 960.5546875, 2007.3515625, 11, 29.1875, 99
25.0,85.0,1498.1259765625, 1192.4609375, 1787.2109375, 947.25, 1908.78125, 23, 25.9375, 86
18.5,80.5,1565.611083984375, 1393.1484375, 1883.6796875, 889.390625, 2000.28125, 22, 27.5, 217
19.0,85.5,1536.5628662109375, 1253.0703125, 1842.3515625, 929.921875, 1932.5390625, 19, 27.3125, -623
26.5,80.0,1513.71826171875, 1209.078125, 1789.046875, 953.515625, 1929.2109375, 25, 25.375, 131
26.0,83.0,1472.49658203125, 1150.0859375, 1750.6171875, 949.265625, 1874.71875, 24, 25.625, 83
24.0,80.5,1617.66650390625, 1505.6484375, 1896.765625, 868.5703125, 2069.875, 26, 25.25, 405
23.5,76.0,1637.9168701171875, 1550.7421875, 1929.8046875, 879.75, 2099.8359375, 26, 25.5, 486
18.5,84.0,1524.244140625, 1249.5078125, 1838.609375, 939.6328125, 1939.421875, 21, 27.375, 36
23.5,81.5,1623.473876953125, 1520.6953125, 1900.0625, 851.234375, 2063.3515625, 26, 24.375, 520
35.0,75.0,1639.2347412109375, 1694.875, 1681.375, 625.59375, 1915.65625, 34, -8.6875, 4597
24.0,80.0,1620.0411376953125, 1512.203125, 1900.7265625, 872.234375, 2072.3515625, 27, 25.375, 414
28.0,78.0,1504.6256103515625, 1204.109375, 1759.9140625, 940.28125, 1911.4921875, 26, 24.875, 188
27.5,74.5,1668.9539794921875, 1551.203125, 1920.09375, 896.8515625, 2141.15625, 30, 26.0625, 333
20.0,85.5,1500.02392578125, 1203.953125, 1799.921875, 934.0078125, 1904.9375, 22, 27, 29
12.5,76.0,1568.338134765625, 1400.2421875, 1917.7578125, 902.5703125, 1983.8125, 17, 22.9375, 869
15.0,78.0,1565.186767578125, 1392.7734375, 1942.6875, 939.09375, 2023.9453125, 18, 28.75, 255
24.5,77.0,1625.1995849609375, 1522.96875, 1909.3203125, 880.6171875, 2084.75, 27, 25.6875, 418
23.5,81.0,1622.341552734375, 1547.9921875, 1908.2578125, 858.6640625, 2075.4296875, 26, 25.3125, 453
24.5,82.0,1567.708740234375, 1368.1171875, 1856.4765625, 909.8359375, 2008.140625, 25, 25.8125, 286
24.5,78.0,1613.0223388671875, 1486.21875, 1890.8125, 886.1875, 2061.265625, 26, 25.1875, 430
27.0,84.0,1461.97119140625, 1190.8984375, 1724.140625, 900.9609375, 1854.828125, 25, 25.0625, 92
22.0,81.5,1595.984619140625, 1466.1484375, 1893.65625, 883.6796875, 2049.2734375, 25, 26.5625, 295
35.5,77.0,1502.0849609375, 1369.8125, 1538.015625, 635.859375, 1725.078125, 34, -13.875, 4906
25.0,85.5,1492.816650390625, 1178.6328125, 1776.8125, 947.484375, 1899.9375, 24, 25.875, 72
31.0,77.5,1642.7274169921875, 1645.671875, 1752.84375, 713.1796875, 2007.796875, 32, 11.625, 2227
19.0,80.5,1568.5633544921875, 1434.1328125, 1889.2890625, 886.7265625, 2019.2109375, 23, 27.125, 228
24.5,75.5,1668.6734619140625, 1612.4375, 1955.9921875, 866.703125, 2138.890625, 26, 25.5, 496
19.0,80.0,1568.619140625, 1424.515625, 1895.9765625, 894.3984375, 2024.296875, 23, 28.25, 125
29.5,76.0,1520.346435546875, 1248.1953125, 1763.46875, 931.8515625, 1935.515625, 28, 24.875, 223
23.0,78.0,1597.256103515625, 1495.90625, 1895.859375, 873.546875, 2050.875, 26, 25.4375, 376
27.5,83.5,1463.9951171875, 1233.7421875, 1726.8203125, 874.453125, 1862.0859375, 25, 24.75, 110
34.5,77.5,1663.2027587890625, 1631.046875, 1710.515625, 643.5, 1942.0703125, 33, -9.8125, 4617
19.5,79.5,1564.898193359375, 1417.8359375, 1893.171875, 899.421875, 2023.7578125, 23, 27.625, 232
17.5,76.0,1572.2291259765625, 1341.109375, 1922.1015625, 969.7265625, 2024.3828125, 21, 27.9375, 465
23.0,82.5,1619.9267578125, 1508.78125, 1897.28125, 865.96875, 2065.5234375, 26, 24.75, 479
27.0,84.5,1463.112548828125, 1197.4296875, 1726, 899.0234375, 1858.3203125, 25, 25.1875, 80
24.5,73.0,1744.1326904296875, 1931.234375, 2032.3046875, 751.3046875, 2250.625, 28, 24.8125, 456
25.0,72.0,1749.7120361328125, 1837.09375, 2036.3671875, 827.6484375, 2259.4921875, 29, 26.9375, 85
32.5,78.5,1855.911865234375, 2126.84375, 1910.9296875, 574.59375, 2160.0546875, 32, -12, 5547
21.5,77.0,1584.3294677734375, 1474.875, 1889.2734375, 875.6015625, 2034.515625, 25, 25.9375, 418
22.0,84.0,1570.7557373046875, 1391.328125, 1866.578125, 901.6640625, 2014.2421875, 25, 26.75, 207
19.5,77.0,1594.0374755859375, 1410.5703125, 1928.3203125, 938.6796875, 2052.8671875, 22, 27.125, 418
22.5,85.5,1555.921875, 1373.4375, 1845.65625, 891.3984375, 1987.828125, 25, 24.75, 481
23.5,85.0,1615.0809326171875, 1472.3828125, 1877.4140625, 876.9921875, 2041.2890625, 26, 22.9375, 675
18.0,74.0,1596.979248046875, 1464.375, 1923.6953125, 897.421875, 2038.4375, 22, 23.5625, 832
13.0,75.5,1444.009521484375, 1237.375, 1771.4609375, 864.28125, 1848.1484375, 20, 23.875, 423
24.5,73.5,1741.47216796875, 1895.4765625, 2023.296875, 753.0859375, 2238.15625, 28, 24.1875, 594
34.0,78.5,1838.070068359375, 2136.65625, 1899.96875, 591.1328125, 2179.03125, 33, -5.75, 4899
23.5,72.5,1725.754150390625, 1838.6328125, 2023.75, 804.6171875, 2226.015625, 27, 26.8125, 99
22.0,81.0,1609.560791015625, 1541.828125, 1888.4296875, 844.96875, 2048.5, 25, 23.875, 757
12.5,76.5,1625.2093505859375, 1492.515625, 1992.6796875, 910.296875, 2063.84375, 17, 24.3125, 785
22.0,75.0,1609.0009765625, 1517.578125, 1929.3515625, 887.9609375, 2081.109375, 25, 27.375, 210
25.0,76.5,1627.55615234375, 1507.015625, 1912.1484375, 894.25, 2090.46875, 27, 26.375, 288
26.0,78.5,1561.7421875, 1332.078125, 1838.578125, 930.765625, 1998.2734375, 26, 25.875, 189
33.0,77.5,1943.5328369140625, 2283.734375, 2021.1640625, 530.3671875, 2286.6796875, 33, -9.375, 5147
20.5,85.0,1504.10888671875, 1253.484375, 1808.890625, 916.8984375, 1927.4609375, 23, 27.125, 69
16.0,76.0,1599.538818359375, 1433.046875, 1955.6171875, 937.2109375, 2052.5078125, 20, 26.625, 572
21.0,74.5,1622.075439453125, 1527.25, 1950.8828125, 898.3828125, 2092.46875, 24, 26.6875, 373
10.0,77.5,1595.0341796875, 1448.234375, 2015.6875, 922.46875, 2051.890625, 12, 27.3125, 287
19.0,85.0,1539.9337158203125, 1261.859375, 1843.7265625, 924.34375, 1937.3671875, 20, 27.125, -48
21.5,83.0,1559.59228515625, 1385.515625, 1858, 898.53125, 1998.875, 24, 26.5625, 336
30.5,78.0,1476.692626953125, 1447.6796875, 1729.34375, 796.9296875, 1916.2734375, 31, 16.5, 1315
21.0,79.0,1584.3072509765625, 1442.2734375, 1897.875, 898.640625, 2041.6640625, 24, 27.4375, 278
27.5,73.5,1725.411865234375, 1696.2265625, 1983.171875, 871.6015625, 2220.1328125, 31, 26.5, 315
28.0,78.5,1504.383056640625, 1204.1484375, 1760.640625, 941.203125, 1910.7265625, 26, 24.75, 185
27.5,74.0,1697.7625732421875, 1622.15625, 1950.8828125, 884.890625, 2181.46875, 30, 26.3125, 308
24.0,72.0,1734.501708984375, 1837.0703125, 2026.921875, 814.140625, 2236.859375, 28, 26.875, 75
27.5,83.0,1495.494140625, 1296.046875, 1759.9921875, 871.9296875, 1903.71875, 25, 24.75, 98
27.5,72.5,1738.0679931640625, 1710.9296875, 2007.9296875, 878.53125, 2243.8203125, 30, 27.25, 190
32.5,78.0,1930.3369140625, 1935.4921875, 1901.6875, 546.390625, 2181.3984375, 35, -14.125, 5368
25.0,82.5,1536.0850830078125, 1277.1875, 1823.5625, 933.640625, 1963.2734375, 25, 25.9375, 168
23.5,85.5,1582.8341064453125, 1398.203125, 1842.203125, 886.609375, 1996.3828125, 26, 22.9375, 671
19.5,84.5,1488.5709228515625, 1241.7109375, 1790.1015625, 897.875, 1890.1640625, 22, 25.25, 370
25.5,74.0,1761.6795654296875, 1885.84375, 2037.1796875, 797.2265625, 2259.109375, 28, 24.6875, 611
19.5,78.0,1582.7781982421875, 1407.28125, 1911.2890625, 924.53125, 2038.25, 23, 27.25, 400
18.0,80.5,1551.4281005859375, 1378.0390625, 1885.203125, 907.0859375, 1996.9921875, 22, 27.875, 254
19.0,78.0,1606.6202392578125, 1433.203125, 1940.4296875, 929.9921875, 2068.0078125, 23, 27.375, 354
19.5,79.0,1558.3876953125, 1394.046875, 1887.890625, 907.3671875, 2011.15625, 23, 27.625, 365
19.0,78.5,1611.08251953125, 1457.1171875, 1949.890625, 921.1875, 2076.484375, 23, 27.6875, 298
25.0,82.0,1535.5570068359375, 1285.4609375, 1824.34375, 928.4453125, 1963.5234375, 25, 26.1875, 115
35.5,77.5,1683.1771240234375, 1726.828125, 1699.140625, 589.265625, 1931.671875, 34, -16.25, 5414
19.5,74.5,1619.8843994140625, 1483.3359375, 1960.0625, 923.140625, 2084.625, 22, 25.8125, 530
27.5,78.0,1519.5311279296875, 1224.125, 1779.8984375, 946.125, 1933.625, 26, 25.0625, 174
17.0,78.5,1613.9346923828125, 1460.3203125, 1954.3125, 916.890625, 2059.6640625, 21, 25.5, 649
25.5,75.0,1688.9195556640625, 1665.0703125, 1969.3203125, 861.875, 2174.40625, 28, 26, 357
21.0,78.5,1587.2095947265625, 1452.2578125, 1898.515625, 894.1953125, 2036.3203125, 24, 26.5, 406
26.5,73.0,1764.3125, 1830.6015625, 2036.5078125, 835.8828125, 2276.703125, 30, 26.8125, 247
11.0,75.5,1565.121826171875, 1264.1328125, 1914.8984375, 960.203125, 1965.2265625, 14, 27, -44
29.5,75.0,1544.53955078125, 1295.1484375, 1794.2578125, 926.546875, 1971.6015625, 28, 25.375, 199
23.5,80.5,1618.1248779296875, 1551.1953125, 1906.453125, 853.65625, 2069.5703125, 26, 24.625, 566
27.5,78.5,1515.3687744140625, 1216.484375, 1778.78125, 947.453125, 1928.59375, 26, 25.0625, 174
14.0,77.0,1626.1636962890625, 1526.3046875, 1995.234375, 906.375, 2081.875, 19, 25.8125, 627
24.0,77.5,1633.23486328125, 1526.9296875, 1913.0625, 879.6875, 2085.8046875, 26, 24.9375, 523
27.0,76.5,1610.6756591796875, 1436.8828125, 1869.3125, 909.8046875, 2062.3828125, 28, 25.6875, 289
25.5,72.5,1764.2310791015625, 1871.359375, 2050.7109375, 818.6015625, 2278.5625, 29, 26.9375, 153
21.0,81.0,1599.8304443359375, 1478.4765625, 1907.859375, 882.578125, 2052.9765625, 24, 26.75, 310
11.0,76.0,1517.85986328125, 1220.0859375, 1886.109375, 978.109375, 1938.1015625, 15, 27.4375, 70
20.5,81.0,1582.3643798828125, 1476.6875, 1891.3125, 868.5859375, 2032.71875, 24, 26.125, 430
18.0,78.5,1617.5938720703125, 1465.09375, 1952.1171875, 917.65625, 2068.2109375, 22, 25.9375, 569
25.0,78.5,1618.400390625, 1471.953125, 1899.7890625, 896.578125, 2071.15625, 27, 25.5, 332
10.0,77.0,1467.3133544921875, 1199.2578125, 1800.1328125, 899.125, 1850.125, 15, 24.375, 629
15.5,77.5,1603.335693359375, 1448.0078125, 1972.09375, 936.109375, 2064.3671875, 20, 27.8125, 421
22.0,85.0,1538.4119873046875, 1343.609375, 1826.2265625, 894.078125, 1968.75, 25, 26.625, 206
21.0,75.0,1602.5369873046875, 1465.6640625, 1929.390625, 914.4921875, 2067.9375, 24, 27.25, 226
18.5,72.0,1663.125244140625, 1528.3828125, 1982.4140625, 902.6796875, 2098.84375, 21, 27.1875, -67
25.0,77.0,1646.0374755859375, 1538.328125, 1919.828125, 883.34375, 2103.7734375, 27, 25.1875, 416
22.0,76.5,1609.425048828125, 1487.765625, 1920.8515625, 897.6640625, 2072.0703125, 25, 26.75, 285
27.5,82.5,1523.5550537109375, 1347.2265625, 1788.484375, 874.875, 1940.6171875, 26, 24.75, 108
10.5,77.5,1592.124755859375, 1435.375, 2014.8515625, 936.765625, 2048.6484375, 12, 27.6875, 294
18.5,73.0,1573.4130859375, 1391.5390625, 1894.375, 907.015625, 2011.5, 22, 26.3125, 29
20.5,84.0,1555.15966796875, 1404.75, 1859.6484375, 885.109375, 1994.0625, 24, 26.25, 399
23.5,76.5,1618.7530517578125, 1506.875, 1909.640625, 887.1171875, 2074.5625, 26, 25.625, 432
11.5,75.0,1565.630859375, 1276.2109375, 1912.375, 955.171875, 1966.0625, 15, 27.125, -56
18.5,84.5,1542.20654296875, 1266.65625, 1853.828125, 929.1484375, 1945.9375, 19, 27.25, -7
35.5,75.0,1482.3997802734375, 1280.8828125, 1511.921875, 688.3671875, 1687.46875, 32, -12.5625, 5013
21.5,77.5,1627.9013671875, 1574.296875, 1903.65625, 832.25, 2056.8984375, 25, 21.875, 1058
26.5,72.5,1776.6619873046875, 1836.4609375, 2048.484375, 842.34375, 2288.0703125, 30, 26.5, 335
21.0,84.0,1552.0001220703125, 1358.2421875, 1859.0078125, 907.5546875, 1992.1875, 24, 27.5625, 132
22.0,72.5,1710.507568359375, 1732.875, 2034.953125, 848.3046875, 2190.6953125, 24, 27.875, -5
34.5,76.0,1584.5714111328125, 1538.8125, 1679.6875, 646.53125, 1874.90625, 33, -8.625, 4092
23.5,75.5,1645.8729248046875, 1582.921875, 1939.8515625, 871.03125, 2109.359375, 26, 25.5, 491
18.0,82.5,1529.5556640625, 1329.75, 1799.7421875, 835.53125, 1893.03125, 23, 21.25, 1114
26.0,73.0,1761.1136474609375, 1857.46875, 2041.546875, 821.9921875, 2275.6875, 30, 26.8125, 180
24.0,79.0,1620.44287109375, 1508.1953125, 1895.90625, 874.3046875, 2066.8046875, 26, 25, 481
11.5,75.5,1566.767822265625, 1273.21875, 1919.046875, 958.609375, 1974.0390625, 15, 26.75, -22
24.5,84.0,1536.4796142578125, 1279.328125, 1824.3671875, 929.7578125, 1959.75, 25, 25.625, 155
25.0,83.5,1501.176025390625, 1233.53125, 1800.7265625, 937.46875, 1928.5625, 24, 26.25, 95
18.5,82.0,1577.07080078125, 1452.5234375, 1888.40625, 868.5390625, 2022.2265625, 24, 26.75, 264
14.5,76.5,1637.000244140625, 1532.125, 2003.5703125, 910.609375, 2094.9375, 19, 25.8125, 615
20.0,82.5,1559.3968505859375, 1413.8828125, 1860.1796875, 876.7734375, 2002.8359375, 25, 26.8125, 305
23.5,75.0,1663.1011962890625, 1648.8984375, 1956.046875, 847.6796875, 2135.0703125, 26, 25.4375, 504
18.5,73.5,1551.672607421875, 1449.4375, 1865.8359375, 852.4375, 1989.703125, 23, 23.875, 625
27.0,85.0,1466.1583251953125, 1213.96875, 1730.4296875, 890.9609375, 1862.3984375, 25, 25.0625, 92
19.5,83.5,1514.1885986328125, 1332.0625, 1815.4921875, 872.5703125, 1933.53125, 24, 25.5625, 427
26.5,77.5,1590.2796630859375, 1371.0546875, 1854.4140625, 927, 2027.3203125, 27, 25.25, 296
34.5,78.0,1486.1070556640625, 1288.25, 1550.2265625, 688.53125, 1753.6015625, 35, -16.375, 5366
25.5,84.0,1478.6136474609375, 1155.4453125, 1763.71875, 949.671875, 1882.625, 23, 25.875, 65
15.0,75.5,1617.1904296875, 1491.5546875, 1969.078125, 906.375, 2068.9140625, 20, 25.5625, 575
21.0,85.0,1515.8087158203125, 1264.0625, 1814.640625, 921.71875, 1937.640625, 23, 26.875, 142
18.5,72.5,1643.9295654296875, 1479.421875, 1959.15625, 910.6796875, 2073.015625, 21, 27, -42
23.5,73.5,1703.48291015625, 1773.1640625, 1999.2578125, 813.7265625, 2195.3203125, 27, 26.8125, 217
22.0,78.0,1577.7559814453125, 1495.953125, 1886.5, 852.109375, 2034.515625, 25, 24.9375, 481
23.5,80.0,1614.9134521484375, 1527.09375, 1902.75, 862.8046875, 2069.8984375, 26, 25.6875, 372
11.5,78.0,1575.546142578125, 1369.3828125, 1979.5078125, 956.0625, 2023.1328125, 14, 28, 235
27.5,73.0,1743.500732421875, 1731.1484375, 2003.6328125, 868.28125, 2244.890625, 31, 26.75, 278
18.5,81.5,1562.96484375, 1426.140625, 1873.859375, 874.3984375, 2003.328125, 23, 26.625, 342
22.5,80.5,1614.31005859375, 1557.5, 1904.828125, 844.8125, 2073.8359375, 26, 25.5625, 464
19.5,74.0,1598.918701171875, 1529.03125, 1951.59375, 881.7109375, 2074.0390625, 23, 23.8125, 696
25.0,78.0,1623.503662109375, 1498.8125, 1899.921875, 887.171875, 2076.03125, 27, 24.875, 459
22.0,78.5,1617.792236328125, 1566.2734375, 1917.640625, 850.8515625, 2076.90625, 25, 24.75, 625
20.5,75.0,1607.9144287109375, 1469.0390625, 1941.953125, 920.0546875, 2074.96875, 23, 27.0625, 337
21.5,84.0,1560.2568359375, 1373.8515625, 1861.953125, 903.953125, 2000.78125, 24, 27.3125, 166
20.0,77.5,1585.074951171875, 1411.75, 1914.4765625, 924.9453125, 2044.453125, 23, 27.4375, 368
21.0,85.5,1501.7813720703125, 1257.3359375, 1808.671875, 919.53125, 1926.59375, 23, 26.4375, 163
25.5,77.0,1649.2247314453125, 1533.46875, 1916.8984375, 889.8203125, 2102.828125, 27, 25, 447
22.0,85.5,1534.323486328125, 1342.90625, 1821.125, 889.7890625, 1955.6015625, 25, 24.875, 437
26.5,76.0,1645.2342529296875, 1510.265625, 1909.1484375, 903.03125, 2107.921875, 29, 25.6875, 311
13.0,77.0,1594.255615234375, 1454.4765625, 1954.2578125, 908.3046875, 2025.984375, 17, 24.375, 759
19.5,83.0,1584.3883056640625, 1492.03125, 1869.3515625, 830.4609375, 2000.671875, 24, 23.3125, 804
10.0,75.5,1565.071044921875, 1298.8125, 1922.640625, 944.234375, 1966.5390625, 13, 27.125, -1113
26.5,77.0,1605.758056640625, 1421.7265625, 1875.78125, 918.4453125, 2056.3125, 28, 25.75, 271
