lat,long,h,wind_min, wind_max,power_ninth_decile,power_max
14.0,76.5,10,7.07, 7.18, 552.33, 555.31
28.0,76.5,50,8.46, 8.48, 728.04, 729.04
24.0,81.0,10,6.58, 6.69, 436.31, 439.74
10.0,76.5,200,8.99, 9.04, 965.28, 965.78
26.5,72.5,100,9.08, 9.09, 878.71, 878.88
34.0,78.0,50,8.37, 8.39, 722.36, 722.54
18.5,81.0,100,8.37, 8.51, 745.73, 752.23
25.5,72.0,150,9.26, 9.29, 941.73, 942.51
21.0,77.0,150,8.84, 9.13, 907.85, 911.02
18.0,73.0,100,9.11, 9.13, 934.46, 935.15
16.5,77.5,10,2.57, 12.02, 715.8, 5268.22
18.0,78.5,200,10.02, 13.51, 2054.06, 3098.77
20.5,73.0,200,9.21, 9.23, 1006.84, 1007.19
23.0,78.0,100,6.25, 7.64, 505.56, 564.66
26.0,80.5,50,7.32, 7.58, 587.23, 597.61
14.0,78.0,10,2.15, 8.29, 327.17, 1545.3
34.0,77.5,100,9.18, 9.19, 849.49, 849.83
14.5,76.5,50,8.4, 8.57, 855.35, 859.36
11.0,78.0,150,8.41, 8.62, 797.09, 798.91
10.0,76.0,100,8.92, 8.95, 915.030029296875, 916.59
20.5,75.5,50,8.62, 8.63, 788.84, 789.9
16.0,76.0,100,9.53, 9.62, 1063.53, 1068.89
15.0,77.5,200,8.15, 17.02, 2955.49, 6354.11
22.5,72.5,50,8.36, 8.37, 762.86, 763.53
19.0,75.0,100,9.4, 9.41, 968.15, 968.83
29.5,77.0,150,9.36, 9.37, 958.29, 958.73
23.0,73.5,10,7.12, 7.13, 509.88, 510.36
19.5,78.5,50,4.8, 5.62, 431.35, 501.77
13.0,78.0,100,8.29, 8.66, 747.62, 752.18
22.5,73.0,200,9.31, 9.33, 1010.51, 1010.81
26.5,79.5,50,5.91, 6.42, 412.38, 422.61
20.0,72.0,200,9.24, 9.28, 1012.73, 1014.12
19.5,74.0,100,9.2, 9.26, 933.39, 934.91
11.0,76.5,150,8.92, 9, 938.4, 940.23
18.0,77.5,200,8.13, 13.28, 2137.04, 3122.03
15.5,75.5,10,7.36, 7.37, 573.94, 575.38
22.0,74.0,200,9.34, 9.4, 1027.01, 1029.89
23.0,79.0,150,7.6, 7.96, 666.33, 667.76
13.5,77.5,150,8.02, 9.02, 896.93, 950.55
29.5,77.5,50,8.39, 8.4, 722.84, 723.34
18.0,76.5,200,9.19, 9.4, 1044.99, 1048
24.0,80.5,200,8.14, 8.2, 740.89, 742.62
20.5,77.0,150,8.84, 9.04, 895.99, 898.55
24.0,75.5,100,9.42, 9.45, 909.87, 910.17
22.5,74.0,200,9.34, 9.38, 1022.9, 1024.61
20.5,78.0,150,7.14, 7.74, 634, 653.63
20.0,80.5,100,6.23, 9.17, 725.07, 1136.35
24.0,77.5,100,8.11, 8.86, 771.3, 893.96
21.0,75.5,10,7.31, 7.33, 518.36, 518.86
29.0,76.5,150,9.38, 9.38, 958.59, 959.57
27.5,81.0,100,8.76, 8.81, 832.04, 834.47
16.0,76.0,200,9.8, 9.9, 1193.82, 1201.67
25.5,79.0,10,5.85, 6.21, 366.86, 371.01
24.5,81.5,200,9.12, 9.12, 950.6900024414062, 951.26
21.0,72.5,50,8.28, 8.31, 767.53, 768.14
25.0,77.5,100,8.91, 9.14, 846.95, 854.08
24.0,79.5,10,6.33, 7.06, 558.39, 600.72
29.0,75.0,150,9.37, 9.4, 952.51, 952.93
11.5,77.0,200,8.6, 8.71, 888.76, 889.84
33.5,78.0,200,9.35, 9.38, 1022.43, 1022.72
20.5,74.0,200,9.38, 9.43, 1049.09, 1053.64
20.0,77.5,10,5.84, 6.06, 353.64, 358.14
25.0,78.5,150,8.73, 8.82, 863.81, 864.98
35.0,78.0,200,9.4, 9.41, 1024.65, 1025.23
20.5,76.0,200,9.57, 9.61, 1109.52, 1109.99
17.5,75.0,10,7.34, 7.34, 553.84, 553.98
19.5,80.5,150,7.66, 8.11, 702.98, 731.2
26.5,79.0,50,7.56, 7.76, 634.39, 638.31
31.0,77.0,100,9.09, 9.12, 847.94, 848.18
23.0,80.5,200,8.01, 8.2, 790, 799.92
26.5,77.5,50,8.35, 8.4, 726.26, 726.88
19.5,74.0,10,7.22, 7.26, 528.19, 528.51
27.0,77.5,50,8.38, 8.4, 725.73, 726.13
15.5,77.5,10,3.47, 9.13, 364.73, 2003.71
27.0,80.0,50,6.64, 8.74, 785.35, 989.75
24.5,74.0,150,9.31, 9.34, 966.82, 967.02
26.5,72.5,200,9.32, 9.34, 979.86, 980.2
17.5,76.0,100,9.39, 9.42, 989.8, 991.9
15.5,77.5,200,6.88, 11.31, 1056.82, 2178.23
23.0,79.5,10,6.16, 7.19, 649.72, 674.2
27.5,81.5,150,9.12, 9.12, 942.07, 942.08
29.0,77.0,50,8.38, 8.4, 724.6, 725.44
17.5,75.0,200,9.72, 9.74, 1146.54, 1147.96
29.0,78.0,150,9.23, 9.26, 964.56, 964.92
24.0,75.5,200,9.78, 9.82, 1113.16, 1114.23
25.5,79.0,100,7.56, 8, 643.86, 651.51
32.0,77.0,100,9.11, 9.12, 844.62, 844.74
22.5,76.0,150,9.63, 9.67, 1042.13, 1042.56
12.0,76.5,50,8.15, 8.22, 771.85, 775.06
16.5,76.0,10,7.49, 7.55, 598.78, 602.55
15.5,78.5,200,6.54, 9.74, 1068.46, 1480.74
32.0,77.0,200,9.4, 9.42, 1003.54, 1004.44
23.0,81.5,200,9.07, 9.07, 938.010009765625, 938.33
23.0,76.0,150,9.65, 9.68, 1040.61, 1041.11
32.5,78.5,200,9.28, 9.3, 1020.35, 1020.81
32.5,77.0,10,7.08, 7.09, 468.56, 468.77
23.5,73.5,150,9.27, 9.29, 967.67, 968.3
25.5,78.0,100,8.73, 8.77, 786.95, 790.56
23.5,77.5,100,8.64, 11.45, 1284.39, 1779.76
10.0,78.0,50,7.72, 7.82, 652.94, 654.14
23.0,75.0,150,9.67, 9.7, 1051.56, 1053.23
18.0,79.5,200,4.14, 7.24, 588.24, 786.95
27.5,79.5,150,8.36, 8.5, 790.09, 801.68
21.0,80.0,100,8.63, 9.58, 1008.83, 1023.53
28.5,75.5,50,8.42, 8.44, 725.65, 726.07
16.5,78.5,100,4.73, 10.27, 1142.01, 2432.83
21.5,79.5,10,4.75, 6.78, 428.82, 549.89
25.5,80.5,150,8.07, 8.29, 729.85, 739.97
24.5,72.0,150,9.19, 9.24, 941.36, 943.24
25.5,74.0,10,7.13, 7.15, 504.64, 504.81
25.0,80.5,150,7.91, 8.16, 689.68, 701.66
22.0,73.5,50,8.36, 8.39, 766.96, 767.31
25.0,72.5,10,7.12, 7.13, 499.93, 500.61
29.5,76.5,50,8.38, 8.39, 719.86, 720.31
25.0,79.5,100,8.3, 9.2, 1008.4, 1132.4
18.0,75.0,200,9.74, 9.77, 1156.68, 1158.11
17.0,75.0,50,8.62, 8.62, 838.05, 838.56
27.5,79.5,50,7.18, 7.43, 568.58, 577.79
31.0,78.5,10,6.96, 6.97, 476.15, 476.41
31.0,78.5,100,8.93, 8.95, 846.82, 847.21
24.0,74.0,150,9.32, 9.37, 967.17, 967.69
31.5,76.5,150,9.33, 9.35, 925.5, 926.56
21.5,78.0,10,4.23, 9.23, 732.65, 1509.19
24.5,75.5,200,9.75, 9.78, 1099.71, 1101.16
13.5,76.5,50,8.28, 8.38, 813.08, 816.28
19.5,81.0,50,7.56, 7.74, 616.77, 622.87
27.0,78.5,200,9.14, 9.19, 990.88, 996.28
24.5,81.0,100,8.51, 8.64, 779.45, 784.45
22.0,80.5,10,5.78, 5.91, 328.87, 332.31
18.0,73.5,200,9.39, 9.42, 1046.76, 1047.24
30.5,78.5,50,8.19, 8.24, 717.05, 717.39
25.5,80.5,50,7.1, 7.43, 556.06, 566.9
14.5,77.0,10,6.17, 7.06, 552.35, 584.14
20.5,81.0,150,8.26, 8.47, 766.97, 775.59
26.5,75.0,100,9.19, 9.21, 881.99, 882.25
21.5,75.5,10,7.32, 7.34, 518.33, 518.59
23.0,78.5,100,8.16, 8.36, 731.76, 735.67
21.5,75.5,100,9.36, 9.38, 929.52, 930.11
32.5,76.5,50,8.36, 8.38, 708.4, 708.78
26.5,75.5,200,9.6, 9.62, 1041.47, 1042.71
18.0,72.5,10,7.19, 7.2, 529.8800048828125, 530.09
25.0,76.0,200,9.69, 9.71, 1091.79, 1093.57
27.5,78.0,200,9.26, 9.29, 1019.24, 1020.67
31.0,76.5,10,7.08, 7.1, 468.94, 469.11
23.0,81.0,100,8.42, 8.56, 759.29, 764.92
11.0,76.0,150,9.09, 9.13, 993.3800048828125, 995.81
16.5,77.0,10,4.68, 9.64, 450.35, 1818.34
27.5,77.0,200,9.5, 9.54, 1062.98, 1063.84
14.5,75.5,10,7.33, 7.34, 578.23, 578.57
20.0,81.0,150,8.3, 8.53, 775.82, 785.06
12.5,76.0,50,8.37, 8.41, 833.5, 834.53
24.5,80.5,50,6.88, 7.11, 499.88, 509.14
26.0,76.0,100,9.29, 9.3, 879, 879.6
23.5,74.5,50,8.45, 8.51, 756.91, 757.28
19.0,78.0,50,5.8, 7.35, 596.02, 664.57
16.5,78.5,200,5.83, 10.63, 1493.45, 2484.6
23.0,75.5,100,9.45, 9.47, 922.26, 922.99
26.0,81.0,200,8.77, 8.86, 910.61, 915.06
33.5,78.5,200,9.31, 9.31, 1020.07, 1020.57
23.5,72.0,200,9.19, 9.26, 978.72, 981
30.0,76.5,50,8.37, 8.38, 716.02, 716.23
19.0,77.5,50,7.06, 7.13, 546.9, 548.75
18.0,74.5,100,9.32, 9.37, 960.13, 961.82
25.5,81.0,50,7.88, 8, 677.2, 681.21
28.0,75.5,10,7.16, 7.17, 478.94, 479.3
27.0,81.0,50,8, 8.06, 700, 702.38
20.0,75.0,150,9.67, 9.68, 1086.3, 1086.68
20.0,75.5,10,7.32, 7.33, 524.66, 525.53
12.0,78.5,10,5.13, 5.73, 395.51, 435.2
19.5,76.0,200,9.57, 9.62, 1107.93, 1108.5
24.5,78.5,200,8.76, 8.89, 905.25, 906.48
19.5,74.5,200,9.69, 9.78, 1140.56, 1145.16
29.5,75.0,150,9.39, 9.39, 949.2999877929688, 949.61
21.5,74.5,50,8.53, 8.57, 768.91, 769.64
19.0,80.5,10,5.47, 5.81, 316.05, 322
10.5,77.5,50,7.77, 7.79, 654.8, 655.26
18.5,73.5,100,9.11, 9.13, 932.07, 932.72
27.5,78.0,10,7, 7.02, 477.31, 477.87
15.0,78.5,200,5.63, 6.3, 496.88, 526.59
21.5,74.5,150,9.51, 9.56, 1022.26, 1024.85
20.5,78.5,150,6.89, 8.73, 777.66, 906.05
21.0,72.5,150,9.16, 9.18, 967.14, 967.66
19.0,73.5,150,9.3, 9.33, 1002.08, 1002.76
23.0,80.0,200,8.78, 10.57, 1301.16, 1733.1
21.0,74.0,50,8.37, 8.4, 766.51, 767.28
22.0,77.5,10,4.24, 9.27, 639.27, 1716.88
17.0,76.0,200,9.78, 9.84, 1166.9, 1172.35
15.0,75.0,200,9.56, 9.61, 1114.74, 1115.71
32.0,78.0,100,9.04, 9.07, 855.07, 855.2
13.5,78.5,50,5.9, 12.33, 1322.24, 3118.3
22.5,80.5,10,5.68, 5.88, 328.86, 336.01
31.0,78.0,10,7.03, 7.06, 480.19, 480.48
28.0,78.5,10,6.88, 6.93, 470.07, 470.29
14.0,77.0,200,8.66, 9.02, 1034.27, 1067.12
14.0,77.0,10,6.16, 6.75, 482.25, 489.73
35.5,77.5,50,8.47, 8.5, 715.530029296875, 716.14
12.0,77.5,150,8.41, 8.71, 806.98, 819.46
15.5,77.0,200,9.93, 14.41, 2412.34, 3704.63
18.5,76.0,10,7.28, 7.3, 535.85, 536.52
15.0,77.0,200,10.07, 10.68, 2112.14, 2177.89
20.5,79.0,200,6.33, 9.56, 1198.57, 1389.63
25.0,75.5,10,7.29, 7.31, 495.26, 496.03
22.5,73.5,50,8.37, 8.39, 766.78, 767.2
23.5,74.0,50,8.41, 8.44, 762.38, 762.62
18.0,74.0,10,7.25, 7.28, 535.62, 536.18
31.5,78.0,10,7.03, 7.05, 479.39, 479.55
24.0,81.0,100,8.49, 8.61, 770.97, 777.36
30.5,78.5,10,6.94, 6.97, 475.29, 475.55
24.0,72.0,150,9.16, 9.21, 940.49, 942.36
28.5,77.5,10,7.09, 7.11, 477.98, 478.13
15.5,76.5,10,7.37, 7.49, 598.43, 599.82
18.0,80.0,50,5.9, 7.34, 527.08, 563.37
26.5,76.0,100,9.26, 9.27, 872.63, 873.22
22.0,76.5,50,8.51, 8.52, 756.76, 757.01
16.5,75.0,200,9.65, 9.66, 1127.24, 1128.14
21.5,81.5,200,9.04, 9.05, 921.84, 922.17
27.5,77.5,50,8.39, 8.42, 726.38, 726.89
22.0,72.5,150,9.2, 9.22, 964.02, 964.69
25.5,78.5,150,8.79, 8.88, 873.39, 875.51
19.5,78.0,50,6.34, 6.76, 459.61, 461.72
25.5,76.0,100,9.32, 9.34, 886.64, 887.22
20.5,75.0,50,8.67, 8.68, 797.85, 798.31
19.5,80.0,50,4.9, 7.74, 747.01, 918.89
21.0,76.5,100,9.15, 9.17, 889, 889.42
21.0,73.5,50,8.32, 8.34, 768.31, 768.56
26.0,76.5,10,7.23, 7.24, 484.47, 484.92
29.5,78.5,100,8.92, 8.94, 843.54, 844.24
29.5,77.5,200,9.4, 9.44, 1029.43, 1029.63
21.5,81.0,100,8.28, 8.46, 728.41, 735.95
26.5,81.5,50,8.29, 8.29, 732.87, 733.37
23.0,74.5,10,7.19, 7.23, 502.58, 502.82
23.5,79.5,200,11.63, 12.21, 2123.34, 2168.47
31.5,77.5,200,9.37, 9.38, 1017.35, 1017.54
15.5,76.0,150,9.68, 9.75, 1139.9, 1147.13
27.5,75.0,100,9.18, 9.21, 881.25, 881.65
25.0,74.5,200,9.4, 9.46, 1020.57, 1023.1
21.0,75.5,200,9.7, 9.72, 1146.45, 1147.08
29.0,77.5,150,9.33, 9.36, 965.9, 966.48
21.0,81.0,200,8.32, 8.53, 807.73, 815.42
26.5,75.0,200,9.5, 9.54, 1025.45, 1026.52
24.5,79.5,200,11.46, 12.03, 2013.5, 2034.24
21.0,77.5,10,3.22, 8.58, 583.77, 1531.98
24.5,72.0,50,8.33, 8.38, 747.46, 748.39
32.5,77.5,100,9.11, 9.12, 847.56, 847.87
28.0,77.5,50,8.38, 8.41, 726.9, 727.15
27.5,75.5,100,9.2, 9.21, 863.32, 863.56
13.0,75.0,10,7.28, 7.29, 572.17, 572.93
22.0,81.0,50,7.68, 7.82, 632.51, 637.15
17.5,77.0,50,6.73, 7.28, 569.03, 574.22
14.5,76.5,150,9.31, 9.5, 1088.51, 1094.94
14.5,78.5,100,4.02, 4.53, 203.35, 224.22
19.0,81.5,10,6.91, 6.92, 459.8399963378906, 459.85
24.0,80.0,50,7.47, 8.24, 807.11, 841.93
20.5,77.5,10,5.31, 5.75, 319.07, 322.19
24.0,74.5,200,9.45, 9.54, 1041.75, 1044.53
33.5,77.5,50,8.41, 8.43, 715.23, 716.13
23.0,73.0,10,7.09, 7.11, 511.36, 511.71
13.0,75.0,200,9.49, 9.5, 1115.34, 1116.73
22.5,79.0,200,7.68, 8.13, 747.29, 750.97
21.0,80.0,200,10.24, 11.34, 1643.31, 1655.63
20.0,79.0,150,5.94, 6.68, 512.62, 574.76
33.0,77.0,200,9.42, 9.44, 1001.68, 1002.64
12.0,76.0,150,9.15, 9.18, 1020.39, 1021.95
24.0,78.0,100,7.58, 7.93, 589.18, 602.51
26.0,81.5,50,8.29, 8.29, 730.530029296875, 730.58
21.0,79.0,100,6.16, 6.94, 466.18, 560.32
25.5,80.0,150,10.59, 11.39, 1535.52, 1549.64
24.0,79.0,100,7.2, 7.77, 588.02, 590.28
23.5,79.5,10,6.48, 7.24, 622.06, 652.09
22.0,81.5,150,9.02, 9.03, 890.0499877929688, 890.12
25.0,74.0,200,9.38, 9.41, 1007.3, 1007.92
23.0,78.0,200,8.55, 9.34, 930.72, 966.04
19.0,79.5,150,6.74, 6.99, 516.35, 522.33
20.0,72.5,10,7.08, 7.09, 517.9400024414062, 518.37
32.5,76.0,150,9.27, 9.29, 907.4600219726562, 907.88
31.5,76.0,150,9.27, 9.29, 909.3800048828125, 910.05
22.0,79.0,50,6.31, 6.75, 448.65, 454.3
28.5,78.5,150,9.12, 9.15, 942.65, 943.29
19.5,75.5,150,9.66, 9.68, 1077.26, 1078.45
18.0,78.5,50,7.02, 12.19, 1191.81, 2958.65
27.5,72.0,100,9.16, 9.18, 880.44, 881.06
27.0,79.5,200,8.22, 8.37, 808.91, 817.88
29.0,76.0,50,8.4, 8.41, 713.05, 713.4
18.5,73.0,100,9.1, 9.11, 929.01, 929.45
23.5,81.5,10,6.96, 6.96, 468.4800109863281, 468.7
21.0,76.0,10,7.23, 7.26, 508.06, 508.88
24.0,78.0,10,5.73, 6.09, 330.64, 339.02
22.0,78.5,10,4.15, 5.9, 329.83, 459.49
19.0,75.0,150,9.69, 9.7, 1096.06, 1096.51
19.0,76.5,150,9.1, 9.23, 967.84, 968.67
17.0,78.0,50,4.37, 10.99, 1150.29, 2409.04
24.5,77.0,10,7.25, 7.27, 496.44, 496.9
23.5,81.0,10,6.54, 6.66, 433.03, 436.23
27.5,76.0,10,7.17, 7.17, 473.29, 473.75
20.0,73.0,50,8.3, 8.31, 773.29, 773.85
12.0,78.0,10,6.34, 6.64, 403.92, 405.18
22.5,80.5,200,8.02, 8.09, 774.87, 794.47
17.0,75.5,150,9.57, 9.59, 1069.69, 1070.71
19.5,74.0,200,9.53, 9.58, 1086.17, 1090.34
21.5,78.5,10,3.87, 5.14, 274.86, 297.23
26.5,78.0,100,8.89, 8.94, 827.71, 828.84
21.0,73.5,100,9.01, 9.03, 898.31, 898.55
23.5,72.0,50,8.29, 8.32, 748.63, 750.06
22.0,79.0,150,7.27, 7.69, 629.27, 637.56
21.5,76.5,10,7.18, 7.19, 497.86, 498.27
21.5,77.5,150,7.46, 11.03, 1365.21, 1605.65
28.0,76.5,150,9.43, 9.45, 974.3, 976.34
10.0,78.0,150,8.51, 8.62, 816.68, 818.04
18.5,74.5,100,9.29, 9.35, 958.18, 960.88
22.5,81.5,100,8.92, 8.93, 830.7899780273438, 830.86
11.5,77.5,50,7.7, 7.82, 637.16, 638.47
16.0,78.5,50,2.7, 7.06, 568.08, 913.22
18.0,75.5,50,8.61, 8.62, 819.17, 819.94
19.0,72.0,100,9.09, 9.11, 925.55, 926.07
30.0,78.5,10,6.95, 6.96, 475.77, 476.03
21.0,74.0,10,7.11, 7.13, 509.33, 509.58
15.0,76.0,10,7.45, 7.49, 599.44, 601.09
24.5,76.5,200,9.68, 9.73, 1100.34, 1104.51
23.0,73.5,100,9.08, 9.11, 898.87, 899.22
20.0,80.0,100,8.33, 9.88, 1064.93, 1146.09
18.0,77.0,200,8.38, 8.57, 849.45, 855.66
32.0,76.0,10,7.07, 7.09, 466.04998779296875, 466.3
32.0,78.5,100,8.97, 8.98, 849.53, 849.85
19.0,78.5,50,4.61, 5.09, 362.52, 402.46
14.5,77.5,200,6.38, 8.68, 915.58, 1042.65
19.5,72.5,200,9.35, 9.36, 1023.5999755859375, 1023.93
25.5,74.0,200,9.35, 9.39, 1003.95, 1004.59
27.0,72.5,50,8.37, 8.39, 745.85, 746.06
26.5,77.0,50,8.54, 8.55, 747.28, 747.84
24.5,77.5,150,9.22, 9.36, 941.83, 946.67
19.0,80.0,50,4.08, 6.48, 543.65, 666.59
23.0,72.5,150,9.25, 9.27, 960.19, 961.12
27.5,79.0,50,7.89, 7.96, 671.31, 673.54
26.0,80.5,150,8.23, 8.41, 762.74, 772.56
12.5,78.5,100,5.65, 11.38, 981.76, 2393.89
26.5,76.5,100,9.27, 9.29, 875.02, 875.2
18.5,77.5,50,6.58, 6.91, 521.58, 537.6
21.5,76.0,10,7.27, 7.29, 505.66, 506.07
20.0,81.5,10,6.9, 6.91, 455.20001220703125, 455.36
25.0,81.5,50,8.27, 8.27, 720.8699951171875, 721.2
27.0,80.5,150,8.64, 8.7, 836.54, 840.88
16.0,76.5,50,8.45, 8.82, 887.44, 931.17
14.0,75.5,200,9.47, 9.51, 1117.57, 1118.11
21.5,79.0,10,5.11, 5.33, 275.11, 276.01
18.5,78.5,50,3.62, 8.04, 692.97, 1176.15
27.5,80.5,50,7.88, 7.95, 667.4, 670.7
23.5,78.0,10,5.18, 5.73, 301.46, 304.49
21.0,78.5,100,5.79, 8.6, 628.48, 952.12
25.0,81.5,150,9.12, 9.12, 919.1199951171875, 919.81
30.0,77.0,10,7.09, 7.11, 474.04, 474.27
23.5,76.5,10,7.26, 7.28, 495, 495.32
20.5,72.0,50,8.27, 8.3, 769.46, 770.06
13.5,76.0,50,8.51, 8.56, 861.91, 863.09
24.0,73.5,200,9.35, 9.39, 1007.33, 1007.84
30.5,78.0,50,8.3, 8.31, 726.95, 727.56
23.0,76.5,100,9.28, 9.32, 894.89, 895.36
20.0,80.5,200,7.28, 9.45, 919.03, 1250.76
23.5,76.0,10,7.33, 7.34, 498.31, 498.59
21.0,78.0,200,8.45, 11.85, 1744.09, 2358.75
22.5,78.0,50,5.39, 8.77, 692.46, 985.06
15.5,75.5,100,9.35, 9.36, 1011.08, 1012.87
34.0,78.0,150,9.31, 9.33, 955.74, 955.93
23.0,76.0,10,7.33, 7.35, 500.26, 501
11.5,76.5,50,8.1, 8.18, 761.27, 763.13
22.5,77.5,200,8.81, 9.17, 1113.9, 1200.84
19.5,76.5,50,8.22, 8.31, 742.68, 743.26
14.0,78.5,100,4.86, 9.3, 744.11, 1532.96
23.0,79.0,10,5.51, 5.93, 323.27, 323.94
14.0,77.0,100,7.95, 8.63, 852.33, 868.08
27.5,76.0,100,9.21, 9.21, 855.02, 855.28
22.0,77.0,10,6.69, 6.89, 437.05, 439.95
34.5,78.0,200,9.38, 9.39, 1022.82, 1023.05
13.0,78.5,200,5.16, 9.06, 840.42, 1683.47
19.5,79.0,50,5.06, 6.64, 573.6, 674.94
28.5,76.0,50,8.39, 8.41, 713.77, 714.32
18.5,78.0,200,7.81, 10.65, 1402.02, 1649.61
20.5,81.5,150,8.98, 8.98, 876.13, 876.22
30.0,76.0,50,8.37, 8.4, 713.15, 713.24
22.0,78.0,150,8.57, 11.84, 1294.01, 1778.6
26.5,76.0,10,7.21, 7.22, 483.54, 483.81
22.5,78.5,10,5.8, 6.31, 391.13, 400.26
34.5,78.0,100,9.11, 9.14, 855.67, 856.15
26.0,80.0,50,8.66, 9.23, 943.85, 960.87
17.0,75.0,150,9.55, 9.57, 1073.16, 1074.21
18.5,74.5,200,9.77, 9.84, 1158.12, 1162.86
20.0,72.5,100,9.03, 9.05, 907.97998046875, 908.71
20.0,76.0,150,9.45, 9.5, 1031.52, 1032.18
13.0,77.5,10,6.2, 6.86, 430.4, 452.23
19.0,81.5,50,8.17, 8.18, 696.1199951171875, 696.23
16.0,75.5,50,8.65, 8.67, 855.79, 857.1
23.0,72.0,50,8.27, 8.31, 750.17, 751.19
10.5,76.0,200,9.18, 9.19, 1024.47998046875, 1028.39
13.5,78.0,50,6.71, 7.64, 592.25, 612.31
20.0,77.0,10,6.64, 6.79, 440.01, 441.46
31.5,78.5,100,8.96, 8.97, 849.63, 849.94
32.5,77.0,100,9.1, 9.12, 843.46, 843.65
12.5,76.0,150,9.19, 9.22, 1033.77, 1035.12
27.5,76.0,200,9.54, 9.56, 1025.43, 1026.99
23.5,74.5,150,9.43, 9.51, 992.4, 995.35
15.5,78.0,10,2.93, 11.64, 1684.45, 4058.68
25.0,78.0,50,7.87, 7.94, 641.92, 647.99
11.0,77.0,50,7.76, 7.85, 680.9, 681.37
15.5,77.5,100,5.87, 10.48, 655.47, 1802.5
21.0,73.5,10,7.07, 7.08, 511.92, 512.19
26.5,72.0,200,9.38, 9.39, 978.45, 978.81
25.0,72.0,10,7.1, 7.12, 495.34, 496.03
23.0,77.5,10,4.43, 5.91, 366.05, 458.45
22.0,73.0,50,8.3, 8.31, 767.39, 767.61
19.5,76.5,150,9.15, 9.27, 971.49, 973.15
18.5,75.5,50,8.63, 8.64, 810.79, 812
25.0,79.0,50,6.78, 7.19, 523.8, 526.02
13.0,77.0,150,8.42, 8.64, 871.04, 873.68
21.5,74.0,150,9.28, 9.31, 980.65, 982
11.5,78.0,50,7.56, 7.78, 620.15, 621.77
30.0,75.5,150,9.33, 9.34, 925.3800048828125, 925.58
34.5,77.5,200,9.45, 9.47, 1020.06, 1020.79
25.0,77.0,200,9.61, 9.63, 1088.57, 1089.11
23.0,75.0,10,7.36, 7.38, 513.65, 514.03
28.0,75.0,10,7.17, 7.18, 495.14, 495.62
33.5,77.5,150,9.35, 9.37, 952.47, 952.79
22.5,77.5,10,4.91, 5.35, 357.08, 397.81
21.5,81.0,200,8.39, 8.57, 821.9, 829.55
23.5,80.0,200,8.68, 11.22, 1722.29, 1819.63
35.0,77.5,150,9.41, 9.43, 954.52, 955.17
23.0,75.0,100,9.42, 9.45, 924.24, 925.18
17.0,78.0,150,6.78, 12.32, 1669.63, 2533.18
27.0,81.5,50,8.28, 8.28, 735.42, 735.88
22.5,76.5,50,8.53, 8.55, 753.21, 753.57
28.5,77.0,10,7.12, 7.14, 480.66, 480.89
18.5,74.0,10,7.25, 7.28, 533.72, 534.08
28.0,76.0,50,8.44, 8.45, 716.08, 716.26
21.0,77.0,10,6.7, 6.92, 442.28, 442.8
26.5,78.0,200,9.16, 9.21, 990.48, 991.9
17.0,77.0,100,7.88, 12.42, 1110.43, 2400.7
23.0,76.5,10,7.24, 7.27, 496.39, 496.66
25.0,77.0,100,9.31, 9.32, 897.49, 897.98
20.0,74.5,50,8.56, 8.59, 787.68, 788.98
15.0,78.0,200,6.34, 11.3, 1412.57, 1983.06
22.0,76.0,50,8.61, 8.63, 768.17, 768.75
19.0,79.0,50,2.95, 4.48, 296.63, 340.49
21.5,72.5,50,8.3, 8.32, 766.5, 766.71
22.0,81.5,200,9.06, 9.07, 926.9299926757812, 927.03
35.0,78.5,50,8.29, 8.34, 726.33, 726.64
22.5,72.5,150,9.23, 9.25, 962.84, 963.53
26.5,77.5,150,9.32, 9.38, 969.07, 970.19
24.5,74.5,10,7.14, 7.16, 500.55, 500.85
23.5,75.5,100,9.45, 9.47, 916.29, 916.99
15.5,75.0,10,7.33, 7.36, 567.85, 568.32
21.0,79.0,200,6.82, 7.74, 684.54, 761.1
34.5,78.5,200,9.31, 9.34, 1023.81, 1024.5
18.5,77.0,50,7.53, 7.68, 626.22, 630.35
25.5,77.0,200,9.61, 9.63, 1083.28, 1083.82
13.5,75.5,50,8.53, 8.58, 861.9, 862.94
25.0,75.5,200,9.71, 9.75, 1085.57, 1086.34
24.0,72.5,10,7.13, 7.13, 503.7, 504.13
19.0,81.0,50,7.62, 7.78, 626.58, 632.24
16.5,76.5,200,9.99, 11.72, 1639.56, 1851.19
25.5,75.5,50,8.57, 8.6, 746.87, 747.43
26.0,76.5,200,9.6, 9.64, 1074.78, 1075.52
15.5,78.5,10,2.11, 8.33, 459.82, 1648.94
15.0,77.0,100,9.03, 9.8, 1578.88, 1637
20.5,73.0,50,8.25, 8.26, 767.55, 767.8
14.0,76.5,100,9, 9.12, 973.13, 978.21
11.0,77.0,150,8.56, 8.65, 848.48, 848.84
18.0,76.0,200,9.65, 9.68, 1117.07, 1118.61
19.0,73.0,10,7.13, 7.16, 527.04, 527.4
22.5,79.5,10,5.67, 7.04, 597.96, 663.58
31.0,78.5,200,9.23, 9.24, 1017.73, 1018.05
34.0,78.5,10,7, 7.01, 477.6, 477.76
17.0,77.0,200,9.97, 13, 1718.9, 2564.22
29.0,75.5,10,7.1, 7.13, 478.79, 479.18
